,contrast,dissimilarity,homogeneity,ASM,energy,correlation
296,"[ 219.43105159  485.31141345  315.44866071  456.29251701  615.30569556
  485.31141345  904.48462702  456.29251701 1007.08657787 1220.37825182
 1426.13678279 1106.15140479 1365.521875   1800.02472454 1817.29140625
 1674.48051599]","[ 6.95138889 10.82212144  8.59151786 10.08188461 11.96597782 10.82212144
 14.83644153 10.08188461 15.83043033 17.76742976 19.19057377 16.421436
 18.9546875  22.81913464 22.54088542 21.48508465]","[0.55714501 0.52138798 0.53963997 0.52685492 0.50960427 0.52138798
 0.50089036 0.52685492 0.48493937 0.47696712 0.47385155 0.48125478
 0.46179401 0.44690444 0.453393   0.44813384]","[0.21417339 0.19824216 0.21042978 0.20092064 0.1903503  0.19824216
 0.19068031 0.20092064 0.17342986 0.17211682 0.17449658 0.17374321
 0.1584417  0.15355203 0.1619435  0.15240627]","[0.46278871 0.44524393 0.45872626 0.44824172 0.43629153 0.44524393
 0.43666956 0.44824172 0.41644911 0.41486965 0.41772787 0.41682515
 0.39804736 0.39185716 0.40242204 0.39039246]","[0.96353741 0.92013706 0.94758055 0.92491241 0.89877038 0.92013706
 0.85117505 0.92491241 0.83599846 0.80304328 0.76765194 0.82147828
 0.77996331 0.71508008 0.70685017 0.7349519 ]"
297,"[ 246.39310516  480.98009574  285.21354167  446.30083144  677.16053427
  480.98009574  803.05695565  446.30083144 1074.16572746 1126.5028616
 1271.57197746 1097.94510926 1399.17369792 1629.36576189 1661.46640625
 1658.81537221]","[ 7.57167659 10.63088939  8.06175595 10.36130008 12.70186492 10.63088939
 13.85030242 10.36130008 16.35681352 16.78173777 17.8178791  16.75988554
 19.17838542 21.31631282 21.13619792 21.46304757]","[0.50825093 0.46280826 0.48762684 0.45788521 0.45090842 0.46280826
 0.43176533 0.45788521 0.42142788 0.41021581 0.40805221 0.40861272
 0.39798955 0.3689424  0.38150114 0.38191851]","[0.13257974 0.11747271 0.12694783 0.11517714 0.10988208 0.11747271
 0.10332026 0.11517714 0.09556915 0.09259454 0.09266505 0.09408002
 0.08617906 0.07366927 0.08270359 0.08134118]","[0.36411501 0.34274292 0.3562974  0.33937758 0.33148466 0.34274292
 0.32143469 0.33937758 0.3091426  0.30429351 0.30440934 0.30672467
 0.29356271 0.27142084 0.28758231 0.28520375]","[0.95343981 0.90997795 0.94610421 0.91646861 0.87327299 0.90997795
 0.84970786 0.91646861 0.80090793 0.79311331 0.76431649 0.7983579
 0.74318155 0.70626998 0.69503789 0.70096063]"
298,"[ 221.22445437  434.79617032  285.18625992  461.51423532  643.61970766
  434.79617032  806.99168347  461.51423532 1088.50384221 1114.65348595
 1266.41777664 1136.8012487  1496.40286458 1691.93012631 1670.06197917
 1696.36334319]","[ 6.84201389  9.81557067  8.01463294 10.10178886 11.88180444  9.81557067
 13.70539315 10.10178886 15.84605533 16.22528616 17.61654713 16.61342352
 19.21015625 21.23353937 21.14479167 21.32007525]","[0.57580615 0.54066916 0.55908582 0.53974458 0.53343545 0.54066916
 0.51704785 0.53974458 0.50904347 0.49818098 0.49469684 0.50058792
 0.48545495 0.46392435 0.47000114 0.4683143 ]","[0.23423069 0.21621123 0.22600582 0.21470598 0.21011387 0.21621123
 0.19881812 0.21470598 0.19388204 0.18673371 0.18336844 0.18945996
 0.17796441 0.16737004 0.16718859 0.16656417]","[0.48397386 0.46498519 0.47540069 0.46336377 0.4583818  0.46498519
 0.44589025 0.46336377 0.44032038 0.43212696 0.42821541 0.43526998
 0.42185828 0.40910884 0.40888701 0.40812274]","[0.96818933 0.93808298 0.95899097 0.9342782  0.90835938 0.93808298
 0.88509433 0.9342782  0.84653849 0.84430203 0.82144878 0.84120836
 0.79110847 0.76811784 0.76685169 0.76751026]"
299,"[ 144.23611111  270.32955404  164.23611111  268.60418241  414.40801411
  270.32955404  446.76764113  268.60418241  667.26280738  670.39620187
  699.8960041   671.25364204  882.72916667 1059.92636388  944.07682292
 1066.1547971 ]","[ 4.13888889  5.8276644   4.43204365  5.83875031  7.32585685  5.8276644
  7.65070565  5.83875031  9.83555328  9.91805411 10.0732582   9.94823101
 11.80260417 13.45713518 12.33411458 13.57538296]","[0.75341826 0.73332717 0.74529462 0.73025093 0.72879051 0.73332717
 0.71770641 0.73025093 0.71020717 0.70280527 0.70285641 0.6986529
 0.69653415 0.67811055 0.68332977 0.67418184]","[0.48396779 0.46572305 0.47820401 0.46338888 0.46220101 0.46572305
 0.45188042 0.46338888 0.44621335 0.43203457 0.43427112 0.42835666
 0.42870171 0.40857561 0.41426432 0.40384582]","[0.69567794 0.68243904 0.69152296 0.68072673 0.67985367 0.68243904
 0.67222051 0.68072673 0.66799203 0.65729337 0.65899251 0.65448962
 0.65475317 0.6391992  0.64363369 0.63548865]","[0.95949039 0.92504278 0.95387326 0.92552119 0.88511752 0.92504278
 0.87614767 0.92552119 0.81744986 0.8188638  0.80852396 0.81863213
 0.76170551 0.72100548 0.74515153 0.71936603]"
300,"[ 155.22048611  310.88662132  186.74007937  294.41295037  449.62424395
  310.88662132  542.3061996   294.41295037  747.88370902  798.66545265
  884.79969262  744.15400624 1032.36015625 1215.59150766 1187.09817708
 1161.79145391]","[ 5.28000992  7.67120181  5.98115079  7.37540942  9.08089718  7.67120181
 10.41204637  7.37540942 12.09631148 12.97346514 13.88012295 12.33454735
 14.74557292 16.96318194 16.66588542 16.2880946 ]","[0.59446107 0.55181274 0.57505185 0.56119215 0.54612471 0.55181274
 0.53043017 0.56119215 0.51998794 0.50582053 0.49583194 0.50575111
 0.49321445 0.46558032 0.47373091 0.47026991]","[0.2148777  0.19264994 0.20764342 0.19552254 0.18915538 0.19264994
 0.17887874 0.19552254 0.17398087 0.16717839 0.15963083 0.16353039
 0.15974162 0.14326172 0.14768243 0.14214716]","[0.46354903 0.43891906 0.45567907 0.44217931 0.43491997 0.43891906
 0.42294058 0.44217931 0.41711014 0.40887454 0.39953827 0.40438891
 0.39967689 0.3784993  0.38429471 0.37702409]","[0.96355348 0.92778514 0.95615336 0.93161174 0.8955742  0.92778514
 0.87405215 0.93161174 0.82820779 0.81843756 0.79675502 0.83082968
 0.76547276 0.72952081 0.73032196 0.74149167]"
301,"[ 230.55257937  440.30788612  262.65029762  413.96472663  636.84904234
  440.30788612  731.35685484  413.96472663 1031.69467213 1057.48309053
 1166.16521516 1008.44458897 1417.23958333 1570.86938995 1545.65208333
 1578.75006719]","[ 7.24007937 10.35777274  8.07986111  9.96523054 12.21698589 10.35777274
 13.77469758  9.96523054 16.03483607 16.53199792 17.90343238 16.06997919
 19.2109375  21.05536146 21.353125   21.25530771]","[0.53939929 0.50244256 0.52011252 0.50642625 0.49426143 0.50244256
 0.47488818 0.50642625 0.47217261 0.46029811 0.45226404 0.46063846
 0.4556786  0.43058476 0.42909486 0.4263063 ]","[0.19946824 0.18085863 0.19010257 0.18080874 0.17602514 0.18085863
 0.16632963 0.18080874 0.1619376  0.1559258  0.15181033 0.15541187
 0.15097344 0.13894187 0.13842082 0.13476877]","[0.44661868 0.42527477 0.43600753 0.42521611 0.4195535  0.42527477
 0.4078353  0.42521611 0.40241472 0.39487441 0.38962845 0.39422312
 0.38855301 0.37274907 0.37204948 0.36710867]","[0.96127212 0.92671176 0.95586338 0.93109647 0.89408935 0.92671176
 0.87823712 0.93109647 0.8301711  0.82728056 0.8076297  0.83528979
 0.76911743 0.74819679 0.7473839  0.74693297]"
302,"[ 264.25793651  476.29428068  317.79117063  554.15016377  747.13734879
  476.29428068  909.71496976  554.15016377 1239.2446209  1195.15816857
 1474.54789959 1419.57127992 1691.9046875  1886.3574308  1996.7921875
 2211.50120935]","[ 7.49305556 10.24288234  8.39831349 11.19526329 12.65297379 10.24288234
 14.48815524 11.19526329 16.64421107 16.86992716 19.15753074 18.72424558
 20.12760417 22.18973394 23.09166667 24.65735017]","[0.55165491 0.51848745 0.53557594 0.51225818 0.51152144 0.51848745
 0.49301003 0.51225818 0.48601178 0.47420489 0.46832471 0.46990988
 0.46196744 0.44078498 0.44676894 0.43020114]","[0.20268679 0.18313859 0.19420676 0.18200483 0.18000989 0.18313859
 0.16794246 0.18200483 0.16294185 0.15574307 0.15426486 0.15287525
 0.14688043 0.13510851 0.14221124 0.12833666]","[0.4502075  0.42794694 0.44068896 0.42662024 0.42427572 0.42794694
 0.40980783 0.42662024 0.40366057 0.39464297 0.39276565 0.39099264
 0.38324982 0.3675711  0.37710905 0.35824107]","[0.96255137 0.9331795  0.95496471 0.92225691 0.89519902 0.9331795
 0.87239591 0.92225691 0.82793929 0.83566575 0.79528632 0.80480895
 0.76749165 0.74572328 0.72564007 0.70189464]"
303,"[ 161.72668651  304.55127236  201.96577381  311.89871504  427.2250504
  304.55127236  517.83089718  311.89871504  658.32607582  683.52601457
  787.8125      709.60405827  871.91927083 1013.67884977 1065.72083333
 1070.20236496]","[ 4.68948413  6.70546737  5.45982143  6.78961955  7.69077621  6.70546737
  9.07585685  6.78961955 10.01255123 10.74869927 12.09221311 11.05046826
 12.22447917 14.22547702 14.8125     14.7812416 ]","[0.71605224 0.69559039 0.70779925 0.69153317 0.69239462 0.69559039
 0.67884425 0.69153317 0.66968791 0.66112716 0.65772547 0.65620986
 0.65395686 0.63256081 0.64040819 0.6284035 ]","[0.42833633 0.40973205 0.42297988 0.40739522 0.40587236 0.40973205
 0.39632344 0.40739522 0.38521073 0.37354619 0.37532386 0.37004667
 0.36654555 0.34415497 0.35776435 0.34118267]","[0.65447409 0.64010316 0.65036903 0.63827519 0.63708112 0.64010316
 0.62954224 0.63827519 0.62065347 0.61118425 0.61263681 0.60831462
 0.60543005 0.58664723 0.59813406 0.58410844]","[0.9542069  0.91479988 0.94281315 0.91274438 0.88050445 0.91479988
 0.85516185 0.91274438 0.81813121 0.81336836 0.78235874 0.80624794
 0.76211859 0.72988564 0.70924639 0.71482385]"
304,"[ 214.41914683  440.94507433  300.58556548  443.          536.26461694
  440.94507433  811.49974798  443.          834.56531762  991.02783559
 1209.50717213 1029.80150884 1121.20911458 1455.45364149 1495.87734375
 1496.60064499]","[ 7.05059524 10.48803225  8.64558532 10.51373142 11.12399194 10.48803225
 14.38835685 10.51373142 13.90906762 15.87695109 17.74129098 16.29734651
 16.42317708 20.18301532 20.30494792 20.2480516 ]","[0.54077478 0.49943016 0.52214471 0.50568461 0.49195446 0.49943016
 0.47901976 0.50568461 0.46903667 0.45131804 0.45229883 0.46211071
 0.44978118 0.41599918 0.43026596 0.42747854]","[0.18099401 0.16186754 0.17530343 0.16502339 0.15748252 0.16186754
 0.15307249 0.16502339 0.14253889 0.13579334 0.13854511 0.14146998
 0.13108697 0.11603492 0.12675103 0.12293461]","[0.42543391 0.40232765 0.41869252 0.40623071 0.39684067 0.40232765
 0.39124479 0.40623071 0.37754323 0.36850148 0.37221649 0.37612496
 0.36205934 0.34063898 0.35602111 0.35062032]","[0.96406692 0.92681188 0.94961586 0.92647067 0.91105195 0.92681188
 0.86530922 0.92647067 0.86303212 0.83872973 0.80123854 0.83241912
 0.81796771 0.7678284  0.75661792 0.76126201]"
305,"[ 177.93005952  340.14915596  234.7172619   363.75812547  488.77721774
  340.14915596  617.1030746   363.75812547  769.92443648  784.816077
  928.86936475  816.71670135 1014.80520833 1181.82880946 1192.77291667
 1229.2988444 ]","[ 4.53125     6.34265558  5.2093254   6.574452    7.75352823  6.34265558
  8.97958669  6.574452   10.35015369 10.37591051 11.66905738 10.74843913
 12.4109375  13.76216071 13.73854167 14.35716205]","[0.75624718 0.74236507 0.75216188 0.74214813 0.72968678 0.74236507
 0.72697681 0.74214813 0.71247008 0.71272829 0.71102414 0.70989307
 0.69671341 0.68329863 0.69704621 0.68467495]","[0.4859299  0.47279219 0.48659693 0.47222062 0.46176151 0.47279219
 0.46139453 0.47222062 0.44318354 0.43896579 0.44243819 0.43832598
 0.42533936 0.40877177 0.42740438 0.41021943]","[0.69708672 0.68759886 0.697565   0.6871831  0.67953036 0.68759886
 0.67926028 0.6871831  0.66572031 0.66254493 0.66516027 0.66206192
 0.65218046 0.63935262 0.65376171 0.64048375]","[0.95513055 0.91532061 0.94081026 0.90944321 0.87834557 0.91532061
 0.84640548 0.90944321 0.810892   0.80963779 0.77185155 0.80190009
 0.75406384 0.72075582 0.71093645 0.70953953]"
306,"[ 230.60367063  459.11388259  268.74677579  455.13000756  726.83694556
  459.11388259  818.5249496   455.13000756 1265.79585041 1247.47034339
 1381.24205943 1277.75338189 1773.15390625 2005.67589358 1940.59505208
 2132.10319807]","[ 6.8655754   9.6792643   7.31225198  9.71101033 12.2406754   9.6792643
 12.78251008  9.71101033 16.64421107 16.32830385 17.14574795 16.87513007
 20.44973958 21.93442623 21.31328125 23.06638001]","[0.54567282 0.50468761 0.53055402 0.50120822 0.48798762 0.50468761
 0.47614082 0.50120822 0.45390594 0.45909968 0.45877252 0.45104815
 0.42683567 0.42423187 0.43584277 0.41702967]","[0.15412993 0.13932765 0.15091495 0.13979118 0.13136684 0.13932765
 0.13030593 0.13979118 0.11745664 0.12032266 0.12362819 0.11692114
 0.10420247 0.10752839 0.11576308 0.10277043]","[0.39259385 0.37326619 0.38847774 0.37388659 0.36244563 0.37326619
 0.36097913 0.37388659 0.34271948 0.34687556 0.35160801 0.34193733
 0.32280408 0.32791522 0.34023973 0.32057827]","[0.97455296 0.94985313 0.97034606 0.95028826 0.92061847 0.94985313
 0.91061874 0.95028826 0.86318029 0.86649512 0.85073568 0.8632542
 0.81032549 0.78963095 0.79247219 0.77637036]"
307,"[ 149.35069444  287.21441169  193.23859127  302.78710003  417.78402218
  287.21441169  521.39818548  302.78710003  671.85604508  677.4003642
  795.38678279  709.66883455  899.51354167 1025.63880677 1002.68802083
 1034.91534534]","[ 4.30456349  6.17031998  5.0218254   6.28369866  7.4906754   6.17031998
  8.63659274  6.28369866  9.95594262 10.2442768  11.32581967 10.44667014
 12.03802083 13.64149422 13.32708333 13.61891965]","[0.73000062 0.71306974 0.72671273 0.7122871  0.70390401 0.71306974
 0.69852259 0.7122871  0.68555525 0.68224933 0.67867828 0.67939803
 0.66812579 0.64930199 0.65844917 0.65427304]","[0.45424021 0.44157775 0.45287858 0.44061386 0.43393138 0.44157775
 0.43122983 0.44061386 0.41564216 0.40725414 0.40950932 0.40860874
 0.39383803 0.37471418 0.38859904 0.37920463]","[0.67397345 0.66451316 0.67296254 0.66378751 0.65873468 0.66451316
 0.65668092 0.66378751 0.64470316 0.63816466 0.63992915 0.63922511
 0.62756516 0.61213902 0.62337712 0.61579593]","[0.95715528 0.91863071 0.94456501 0.91421889 0.88166364 0.91863071
 0.85231477 0.91421889 0.81213096 0.81287293 0.77758603 0.80395899
 0.75172204 0.72377627 0.72323988 0.72127793]"
308,"[ 117.62400794  307.72789116  208.27777778  271.35802469  335.00856855
  307.72789116  547.69707661  271.35802469  564.66316598  731.57075963
  856.66444672  706.45369407  801.00052083 1141.9545821  1154.02291667
 1138.97151303]","[ 3.34126984  5.617032    4.62748016  5.3872512   5.80796371  5.617032
  7.76461694  5.3872512   7.81326844  9.38917794 10.42571721  9.29604579
  9.89739583 12.92743886 12.71979167 12.81402849]","[0.77676488 0.75552835 0.77024661 0.75714945 0.75159265 0.75552835
 0.74676241 0.75714945 0.73296944 0.72284293 0.7289791  0.72957626
 0.71884018 0.69839372 0.71310558 0.70715349]","[0.50914768 0.49164059 0.50908678 0.49395698 0.48468176 0.49164059
 0.48521438 0.49395698 0.46554474 0.45364331 0.46677522 0.46012936
 0.44911214 0.42919408 0.44726305 0.43543971]","[0.71354585 0.70117087 0.71350317 0.70282073 0.6961909  0.70117087
 0.69657331 0.70282073 0.68230839 0.67353048 0.6832095  0.67832836
 0.6701583  0.65512906 0.66877728 0.65987856]","[0.96682233 0.91435359 0.94125204 0.924476   0.90678079 0.91435359
 0.84759826 0.924476   0.84502982 0.80182165 0.76488733 0.80862572
 0.78321742 0.69899413 0.68766586 0.69978043]"
309,"[ 165.64880952  369.43713782  255.87301587  365.18871252  453.58215726
  369.43713782  644.34853831  365.18871252  697.98565574  845.96331946
  939.36244877  794.1173257   908.21875    1238.26471379 1241.59765625
 1198.64364418]","[ 4.4171627   6.65507685  5.49206349  6.76190476  7.48034274  6.65507685
  9.13533266  6.76190476  9.78483607 10.80150884 11.8383709  10.76873049
 11.85677083 14.11582908 14.36848958 14.31093792]","[0.75173239 0.7349429  0.74662778 0.73314068 0.72904952 0.7349429
 0.72124786 0.73314068 0.71031962 0.70662108 0.7057733  0.70563729
 0.6958428  0.68183124 0.68876321 0.67992984]","[0.49498998 0.48048764 0.49358628 0.47978656 0.47387568 0.48048764
 0.46782272 0.47978656 0.45353862 0.44966709 0.45067598 0.44793784
 0.43525133 0.41986753 0.43235284 0.42008116]","[0.70355524 0.69317216 0.70255696 0.69266627 0.68838629 0.69317216
 0.68397567 0.69266627 0.67345276 0.67057221 0.67132405 0.66928158
 0.6597358  0.64797186 0.65753543 0.64813669]","[0.95592471 0.90294512 0.93191815 0.90406123 0.88086359 0.90294512
 0.83075794 0.90406123 0.8190529  0.78339559 0.75648345 0.79667048
 0.76764937 0.69104984 0.68237129 0.7009354 ]"
310,"[ 219.01934524  430.28596624  259.82266865  444.52380952  694.21396169
  430.28596624  795.77142137  444.52380952 1240.07044057 1198.93288241
 1348.18417008 1241.70655567 1771.90026042 1970.53050255 1865.36484375
 2044.90244558]","[ 7.49503968 10.70975057  8.33655754 10.7414966  13.32484879 10.70975057
 14.80670363 10.7414966  18.12269467 18.35848075 19.84349385 18.54474506
 22.41588542 24.52297769 24.09817708 25.08572964]","[0.46621025 0.42214623 0.45441424 0.4289016  0.40809467 0.42214623
 0.40294861 0.4289016  0.39090904 0.38231136 0.38006325 0.37528768
 0.37222793 0.35669312 0.35740226 0.3492965 ]","[0.11155264 0.09639007 0.11054016 0.09908569 0.09119859 0.09639007
 0.08963568 0.09908569 0.08448683 0.08090761 0.08140308 0.07908618
 0.07857625 0.07031909 0.07353421 0.06882926]","[0.33399498 0.3104675  0.3324758  0.31477879 0.30199104 0.3104675
 0.29939219 0.31477879 0.29066618 0.28444263 0.28531226 0.28122266
 0.28031456 0.26517748 0.27117191 0.26235331]","[0.97164055 0.94476635 0.9663365  0.94293868 0.91097433 0.94476635
 0.89780288 0.94293868 0.84253812 0.84884989 0.82837056 0.84345792
 0.77723478 0.75598186 0.76459469 0.74677369]"
311,"[ 199.01686508  381.84076594  244.3655754   379.3111615   551.45262097
  381.84076594  649.8578629   379.3111615   886.05122951  879.49011446
  994.95056352  893.08220604 1212.96171875 1300.95108842 1283.11953125
 1335.42999194]","[ 4.73710317  6.81229529  5.3640873   6.74527589  8.22631048  6.81229529
  9.29637097  6.74527589 11.02715164 11.33766909 12.41675205 11.38865765
 13.51640625 14.87315238 14.64348958 15.0639613 ]","[0.75797724 0.74377193 0.75734197 0.7439343  0.73698954 0.74377193
 0.73181403 0.7439343  0.72061298 0.71424279 0.71509686 0.71736283
 0.70729465 0.69008517 0.70038752 0.68846253]","[0.51614908 0.50024202 0.51402557 0.5019504  0.49550982 0.50024202
 0.48994146 0.5019504  0.47876311 0.467952   0.47209304 0.47171464
 0.46312174 0.43871607 0.45264486 0.43976823]","[0.71843516 0.70727789 0.71695576 0.70848458 0.70392458 0.70727789
 0.69995818 0.70848458 0.6919271  0.68407017 0.68709027 0.68681485
 0.68053049 0.66235646 0.67278886 0.66315023]","[0.94575269 0.89723749 0.93339171 0.89791827 0.85162107 0.89723749
 0.82514325 0.89791827 0.76469625 0.76931937 0.73577578 0.76575431
 0.68212407 0.66750252 0.66373635 0.65869039]"
312,"[ 164.14831349  314.5547997   210.68799603  341.62055933  471.21219758
  314.5547997   608.16582661  341.62055933  797.58401639  811.60874089
 1001.21080943  858.71227888 1140.00390625 1296.69416823 1365.42890625
 1395.63692556]","[ 4.07886905  5.91635173  4.91468254  6.27614009  7.14516129  5.91635173
  8.765625    6.27614009  9.87295082 10.48855359 12.07300205 10.90738814
 12.59348958 14.30287557 14.72942708 15.21822091]","[0.76313379 0.74376095 0.75251796 0.74179249 0.73758972 0.74376095
 0.72887429 0.74179249 0.71996356 0.71166001 0.71069375 0.71013526
 0.70345031 0.68810021 0.693391   0.68407141]","[0.49682956 0.48276594 0.49379702 0.48133687 0.47507009 0.48276594
 0.47268432 0.48133687 0.45771952 0.4517377  0.45326541 0.44926916
 0.43915866 0.42355672 0.43424615 0.41908592]","[0.70486137 0.6948136  0.70270692 0.69378446 0.68925329 0.6948136
 0.68752042 0.69378446 0.67654971 0.67211435 0.67324989 0.67027543
 0.66269047 0.65081235 0.65897356 0.64736846]","[0.95685544 0.91838537 0.944623   0.91136286 0.87776417 0.91838537
 0.84223741 0.91136286 0.79583553 0.79484887 0.7437108  0.78294246
 0.71208594 0.68074791 0.65515365 0.65638775]"
